CREATED_DATE,SPECIES,LATITUDE,LONGITUDE
2024 Mar 01 07:16:00 AM,BRUSHTAIL POSSUM,-35.31149634,149.1373955
2024 Mar 01 11:16:00 AM,BRUSHTAIL POSSUM,-35.4226419,149.1192999
2024 Mar 01 11:56:00 AM,WALLAROO,-35.2851256,149.0987867
2024 Mar 04 04:22:00 AM,WALLABY,-35.21515852,149.1908979
2024 Mar 04 07:44:00 AM,EASTERN GREY KANGAROO,-35.31451245,149.0679162
2024 Mar 04 08:14:00 AM,FOX,-35.52178912,149.0695363
2024 Mar 05 01:40:00 PM,RED NECKED WALLABY,-35.26491509,149.0335039
2024 Mar 05 01:44:00 PM,WALLAROO,-35.26602657,149.0341504
2024 Mar 05 04:28:00 PM,FOX,-35.40287813,149.0642167
2024 Mar 05 08:12:00 AM,RED NECKED WALLABY,-35.24652682,149.1894474
2024 Mar 05 10:34:00 AM,BRUSHTAIL POSSUM,-35.18043242,149.1090502
2024 Mar 06 04:40:00 PM,BRUSHTAIL POSSUM,-35.28770367,149.1464017
2024 Mar 06 06:51:00 AM,BRUSHTAIL POSSUM,-35.33243327,149.1292047
2024 Mar 06 07:20:00 AM,WALLAROO,-35.3683269,149.0512315
2024 Mar 06 07:46:00 AM,WALLABY,-35.24183145,149.1919318
2024 Mar 06 09:10:00 AM,WALLABY,-35.30815824,149.0764746
2024 Mar 06 09:36:00 AM,WALLABY,-35.19851511,149.0916477
2024 Mar 06 11:13:00 PM,EASTERN GREY KANGAROO,-35.32066979,149.1118776
2024 Mar 08 04:34:00 AM,EASTERN GREY KANGAROO,-35.27029132,149.054581
2024 Mar 08 05:44:00 PM,EASTERN GREY KANGAROO,-35.34491153,149.1313248
2024 Mar 10 03:06:00 AM,WOMBAT,-35.33427289,148.9847273
2024 Mar 10 08:53:00 PM,EASTERN GREY KANGAROO,-35.32713161,149.0190036
2024 Mar 10 12:41:00 AM,WOMBAT,-35.45731422,149.0771892
2024 Mar 11 10:19:00 AM,FOX,-35.26737451,149.1870042
2024 Mar 12 06:44:00 AM,WOMBAT,-35.42790446,149.0617924
2024 Mar 13 06:59:00 AM,BRUSHTAIL POSSUM,-35.424344,149.1174716
2024 Mar 13 12:52:00 PM,FOX,-35.19941906,149.1012379
2024 Mar 14 09:33:00 AM,BRUSHTAIL POSSUM,-35.26365495,149.1295998
2024 Mar 14 11:37:00 AM,BRUSHTAIL POSSUM,-35.35371405,149.0764113
2024 Mar 15 07:46:00 AM,EASTERN GREY KANGAROO,-35.23372244,149.0818199
2024 Mar 16 08:46:00 AM,WALLAROO,-35.20506128,149.0375222
2024 Mar 16 09:04:00 AM,BRUSHTAIL POSSUM,-35.36168509,149.0608965
2024 Mar 17 06:24:00 AM,WALLABY,-35.19793918,149.090994
2024 Mar 17 10:49:00 AM,FOX,-35.32011294,149.2036937
2024 Mar 19 09:26:00 AM,WOMBAT,-35.42946055,149.0709065
2024 Mar 19 09:57:00 AM,FOX,-35.29449572,149.1427004
2024 Mar 19 11:43:00 AM,BRUSHTAIL POSSUM,-35.34318422,149.1256191
2024 Mar 22 02:23:00 PM,WALLABY,-35.23021489,149.0356181
2024 Mar 22 07:38:00 AM,WALLABY,-35.24996792,149.1087202
2024 Mar 22 08:09:00 AM,EASTERN GREY KANGAROO,-35.41366486,149.0615515
2024 Mar 22 09:24:00 AM,WALLABY,-35.25913704,149.1060627
2024 Mar 25 01:26:00 PM,EASTERN GREY KANGAROO,-35.19840022,149.1314215
2024 Mar 25 08:35:00 AM,EASTERN GREY KANGAROO,-35.26617392,149.0341805
2024 Mar 25 11:32:00 AM,WOMBAT,-35.25023012,148.9595149
2024 Mar 26 04:38:00 PM,WOMBAT,-35.46353635,149.1116387
2024 Mar 26 11:47:00 AM,RED NECKED WALLABY,-35.34901232,149.0702245
2024 Mar 26 12:06:00 PM,WALLAROO,-35.3738282,149.0670638
2024 Mar 26 12:52:00 PM,EASTERN GREY KANGAROO,-35.4040774,149.1055106
2024 Mar 27 03:52:00 PM,EASTERN GREY KANGAROO,-35.27440705,149.047714
2024 Mar 27 07:57:00 AM,EASTERN GREY KANGAROO,-35.37321999,149.065586
2024 Mar 28 02:24:00 PM,BRUSHTAIL POSSUM,-35.27045219,149.1314771
2024 Mar 29 05:27:00 PM,RED NECKED WALLABY,-35.24863618,149.1093885
2024 Mar 29 10:02:00 AM,FOX,-35.3571006,149.1013931
2024 Mar 29 10:26:00 AM,FOX,-35.33040058,149.0352512
2024 Mar 29 11:13:00 AM,EASTERN GREY KANGAROO,-35.37693763,149.1690845
2024 Mar 30 09:36:00 AM,WOMBAT,-35.5555872,149.1300235
2024 Mar 30 11:27:00 AM,BRUSHTAIL POSSUM,-35.39386945,149.0580607
2024 Mar 31 09:00:00 AM,WALLABY,-35.19853649,149.0378938
2024 Mar 31 12:32:00 PM,EASTERN GREY KANGAROO,-35.37251258,149.0862187
2024 May 01 08:42:00 PM,BRUSHTAIL POSSUM,-35.33081187,149.1502738
2024 May 01 12:02:00 AM,EASTERN GREY KANGAROO,-35.43979957,149.1230479
2024 May 04 01:50:00 PM,BRUSHTAIL POSSUM,-35.27006552,149.1282027
2024 May 04 06:32:00 PM,WALLABY,-35.65916786,149.005451
2024 May 04 08:41:00 AM,FOX,-35.21330566,149.1816001
2024 May 06 08:10:00 AM,WALLABY,-35.2805804,149.0868456
2024 May 06 11:26:00 AM,BRUSHTAIL POSSUM,-35.27010188,149.1291059
2024 May 06 12:56:00 PM,BRUSHTAIL POSSUM,-35.286713,149.1469206
2024 May 07 09:15:00 AM,EASTERN GREY KANGAROO,-35.35513656,149.0864162
2024 May 08 07:31:00 PM,EASTERN GREY KANGAROO,-35.33247591,149.0633882
2024 May 08 08:58:00 AM,WOMBAT,-35.44036466,149.087774
2024 May 09 01:27:00 PM,FOX,-35.29897051,149.1222695
2024 May 10 09:59:00 AM,EASTERN GREY KANGAROO,-35.43970065,149.1274799
2024 May 10 10:29:00 AM,FOX,-35.31898067,149.169319
2024 May 10 12:13:00 PM,EASTERN GREY KANGAROO,-35.28135531,149.0872147
2024 May 10 12:13:00 PM,FOX,-35.19025978,149.0825567
2024 May 12 04:01:00 PM,EASTERN GREY KANGAROO,-35.30569908,149.1383394
2024 May 12 11:41:00 AM,FOX,-35.26047327,149.1874816
2024 May 13 02:57:00 PM,WALLAROO,-35.2765581,149.0872608
2024 May 13 04:54:00 PM,EASTERN GREY KANGAROO,-35.46031963,149.0998855
2024 May 13 11:10:00 AM,FOX,-35.44861014,149.1045453
2024 May 14 02:30:00 PM,WALLAROO,-35.46464556,149.1351177
2024 May 14 10:12:00 PM,WOMBAT,-35.26904904,149.0468602
2024 May 14 10:13:00 PM,WOMBAT,-35.23386508,149.0522066
2024 May 14 10:40:00 PM,WOMBAT,-35.26009403,149.095664
2024 May 15 02:16:00 PM,WOMBAT,-35.44771006,149.0659655
2024 May 15 03:21:00 PM,BRUSHTAIL POSSUM,-35.42161927,149.1378043
2024 May 15 09:11:00 AM,FOX,-35.56406965,149.132298
2024 May 17 08:09:00 AM,WALLABY,-35.18039952,149.1356391
2024 May 17 08:59:00 AM,FOX,-35.32345422,149.097483
2024 May 17 09:49:00 AM,WOMBAT,-35.50636344,149.0742221
2024 May 18 03:10:00 PM,FOX,-35.22755058,148.9889559
2024 May 18 10:11:00 AM,FOX,-35.21102842,149.0371415
2024 May 18 11:49:00 AM,WALLAROO,-35.26334553,149.032538
2024 May 19 02:55:00 PM,RED NECKED WALLABY,-35.45784532,149.1185451
2024 May 19 03:00:00 PM,WOMBAT,-35.46023609,149.1167996
2024 May 20 02:25:00 PM,FOX,-35.44668571,149.1024855
2024 May 20 08:50:00 AM,WOMBAT,-35.39693656,149.1557868
2024 May 20 08:53:00 AM,WALLABY,-35.18467421,149.1173996
2024 May 20 09:03:00 AM,WOMBAT,-35.49587227,149.1506959
2024 May 20 09:27:00 AM,WALLAROO,-35.26354699,149.0326244
2024 May 20 09:51:00 AM,BRUSHTAIL POSSUM,-35.280865,149.1245644
2024 May 20 10:03:00 AM,BRUSHTAIL POSSUM,-35.27049461,149.1312486
2024 May 20 11:54:00 AM,EASTERN GREY KANGAROO,-35.44618053,149.1225461
2024 May 22 05:06:00 PM,EASTERN GREY KANGAROO,-35.41198316,149.1226751
2024 May 22 10:28:00 AM,EASTERN GREY KANGAROO,-35.26398062,149.0328934
2024 May 23 12:11:00 PM,WOMBAT,-35.32981168,148.9665777
2024 May 24 01:22:00 PM,WOMBAT,-35.49800832,149.0796934
2024 May 25 01:07:00 PM,FOX,-35.26533693,149.1870706
2024 May 25 07:56:00 AM,EASTERN GREY KANGAROO,-35.32716986,149.0200147
2024 May 25 10:28:00 AM,WALLAROO,-35.50062254,149.0779708
2024 May 25 12:42:00 PM,RED NECKED WALLABY,-35.4433332,149.0960378
2024 May 26 01:29:00 PM,WALLAROO,-35.39631362,149.1203734
2024 May 26 01:41:00 PM,EASTERN GREY KANGAROO,-35.409605,149.0625321
2024 May 26 09:49:00 PM,WOMBAT,-35.25985589,149.1874873
2024 May 27 08:27:00 AM,EASTERN GREY KANGAROO,-35.53928391,149.1366397
2024 May 27 08:28:00 AM,EASTERN GREY KANGAROO,-35.53991171,149.136093
2024 May 27 08:53:00 AM,WOMBAT,-35.50444256,149.1494446
2024 May 27 10:15:00 AM,WOMBAT,-35.2691209,149.0467853
2024 May 28 08:19:00 PM,WOMBAT,-35.45692546,149.0399361
2024 May 28 08:46:00 AM,BRUSHTAIL POSSUM,-35.27444343,149.1292669
2024 May 28 09:29:00 AM,FOX,-35.39307567,149.0981093
2024 May 28 10:34:00 PM,WALLABY,-35.25756998,149.0906101
2024 May 29 01:14:00 PM,WOMBAT,-35.45922319,149.0912439
2024 May 30 08:02:00 AM,FOX,-35.1639541,149.1141458
2024 May 30 10:59:00 AM,WOMBAT,-35.37831863,149.1825123
2024 May 31 10:06:00 AM,EASTERN GREY KANGAROO,-35.44440707,149.0803692
2024 May 31 10:50:00 AM,EASTERN GREY KANGAROO,-35.40623947,149.1134342
2024 Nov 02 01:13:00 PM,BRUSHTAIL POSSUM,-35.34331459,149.047764
2024 Nov 02 09:25:00 AM,WALLABY,-35.25594088,149.1517788
2024 Nov 03 02:00:00 PM,EASTERN GREY KANGAROO,-35.3252619,149.0639752
2024 Nov 03 12:27:00 PM,EASTERN GREY KANGAROO,-35.38855512,149.1309679
2024 Nov 04 01:51:00 PM,MAGPIES,-35.42124856,149.1360468
2024 Nov 04 10:13:00 AM,EASTERN GREY KANGAROO,-35.28493174,149.0954011
2024 Nov 04 10:18:00 AM,WOMBAT,-35.28499968,149.0993181
2024 Nov 08 03:12:00 PM,EASTERN GREY KANGAROO,-35.19131643,149.1261162
2024 Nov 08 03:24:00 PM,BRUSHTAIL POSSUM,-35.23716603,149.0430375
2024 Nov 08 07:47:00 PM,EASTERN GREY KANGAROO,-35.35608157,149.0811167
2024 Nov 09 02:00:00 PM,WALLAROO,-35.36872421,149.0603683
2024 Nov 09 02:31:00 PM,RED NECKED WALLABY,-35.45300626,149.1170772
2024 Nov 09 04:02:00 AM,EASTERN GREY KANGAROO,-35.38437338,149.1166206
2024 Nov 09 07:06:00 AM,FOX,-35.33554362,149.0640906
2024 Nov 09 08:07:00 AM,RED NECKED WALLABY,-35.22229968,149.066585
2024 Nov 09 08:16:00 AM,FOX,-35.18090415,149.1450468
2024 Nov 09 08:56:00 AM,EASTERN GREY KANGAROO,-35.211385,149.1899399
2024 Nov 09 08:57:00 AM,WALLABY,-35.25872736,149.0885313
2024 Nov 09 09:03:00 AM,EASTERN GREY KANGAROO,-35.21415772,149.1895972
2024 Nov 09 09:09:00 AM,WALLABY,-35.23860573,149.1938004
2024 Nov 09 09:47:00 AM,BRUSHTAIL POSSUM,-35.28390073,149.1385648
2024 Nov 09 10:25:00 AM,WALLABY,-35.21310365,149.1794778
2024 Nov 09 11:15:00 AM,EASTERN GREY KANGAROO,-35.3578663,149.0269949
2024 Nov 09 11:59:00 AM,EASTERN GREY KANGAROO,-35.29060391,149.1819085
2024 Nov 10 10:28:00 AM,WOMBAT,-35.50561911,149.0747422
2024 Nov 10 11:48:00 AM,EASTERN GREY KANGAROO,-35.45499947,149.1292399
2024 Nov 12 03:54:00 PM,EASTERN GREY KANGAROO,-35.44456576,149.0933688
2024 Nov 12 08:54:00 AM,WALLAROO,-35.18278785,149.1124551
2024 Nov 13 08:07:00 AM,FOX,-35.53820423,149.1372479
2024 Nov 14 08:35:00 AM,EASTERN GREY KANGAROO,-35.24661635,149.0572935
2024 Nov 15 01:09:00 PM,EASTERN GREY KANGAROO,-35.44529961,149.1136868
2024 Nov 15 01:22:00 PM,WALLABY,-35.44450161,149.1041794
2024 Nov 15 08:05:00 AM,EASTERN GREY KANGAROO,-35.18882581,149.0791058
2024 Nov 15 11:22:00 AM,WALLABY,-35.28482464,149.0866043
2024 Nov 15 12:33:00 PM,BRUSHTAIL POSSUM,-35.39829874,149.1031095
2024 Nov 16 01:49:00 PM,WALLABY,-35.23687192,149.1941764
2024 Nov 16 11:51:00 AM,EASTERN GREY KANGAROO,-35.36713738,149.1281521
2024 Nov 17 08:09:00 AM,WALLAROO,-35.3726841,149.0653013
2024 Nov 17 08:52:00 AM,FOX,-35.54272966,149.1344964
2024 Nov 18 11:07:00 AM,WOMBAT,-35.50821818,149.0718996
2024 Nov 18 11:09:00 AM,EASTERN GREY KANGAROO,-35.44455629,149.1162865
2024 Nov 18 12:21:00 PM,RED NECKED WALLABY,-35.25804823,149.0274083
2024 Nov 19 06:00:00 AM,EASTERN GREY KANGAROO,-35.27634658,149.0869815
2024 Nov 19 07:05:00 AM,EASTERN GREY KANGAROO,-35.40463532,149.145669
2024 Nov 19 08:14:00 AM,WOMBAT,-35.32751728,149.001949
2024 Nov 20 06:47:00 AM,EASTERN GREY KANGAROO,-35.27237033,149.0883563
2024 Nov 21 05:15:00 PM,RED NECKED WALLABY,-35.29047537,149.0578068
2024 Nov 21 08:39:00 AM,WOMBAT,-35.20156774,149.1060035
2024 Nov 21 09:49:00 AM,BRUSHTAIL POSSUM,-35.2879987,149.0834076
2024 Nov 22 01:02:00 PM,WOMBAT,-35.32157734,149.2159462
2024 Nov 22 06:06:00 AM,WOMBAT,-35.33223748,149.0262582
2024 Nov 22 08:26:00 AM,BROWN SNAKE,-35.19287994,149.0619256
2024 Nov 22 08:30:00 AM,MAGPIES,-35.25212637,149.0671001
2024 Nov 22 10:21:00 AM,BRUSHTAIL POSSUM,-35.33236846,149.129129
2024 Nov 23 07:49:00 AM,WALLABY,-35.25628165,149.090786
2024 Nov 23 09:48:00 AM,EASTERN GREY KANGAROO,-35.3762085,149.1334246
2024 Nov 23 10:25:00 AM,FOX,-35.26624525,149.1964249
2024 Nov 23 11:13:00 AM,WALLABY,-35.42595242,149.1389684
2024 Nov 23 11:32:00 AM,WOMBAT,-35.58335335,149.1379659
2024 Nov 23 11:53:00 AM,WOMBAT,-35.56975307,149.1334455
2024 Nov 23 12:06:00 PM,WOMBAT,-35.53709432,149.137568
2024 Nov 24 07:13:00 AM,EASTERN GREY KANGAROO,-35.33830566,149.1222831
2024 Nov 24 09:12:00 AM,RED NECKED WALLABY,-35.21808079,149.1955487
2024 Nov 24 10:52:00 AM,BRUSHTAIL POSSUM,-35.41295195,149.0794392
2024 Nov 25 01:50:00 PM,FOX,-35.30184762,149.0773073
2024 Nov 26 11:43:00 AM,BROWN SNAKE,-35.25699763,149.1099807
2024 Nov 26 12:20:00 PM,WALLAROO,-35.37700501,149.069791
2024 Nov 26 12:53:00 PM,BRUSHTAIL POSSUM,-35.38972492,149.0507109
2024 Nov 27 08:45:00 AM,BRUSHTAIL POSSUM,-35.28947549,149.0804447
2024 Nov 27 12:27:00 PM,GALAH,-35.20447117,149.0386151
2024 Nov 28 11:40:00 AM,WALLAROO,-35.37111254,149.1310362
2024 Nov 30 06:07:00 PM,EASTERN GREY KANGAROO,-35.31272974,149.1052113
2024 Nov 30 11:01:00 AM,WOMBAT,-35.18453778,149.1256967
2024 Oct 01 01:03:00 PM,WOMBAT,-35.45426408,149.073106
2024 Oct 01 01:04:00 PM,WOMBAT,-35.45431108,149.0729916
2024 Oct 01 01:05:00 PM,WOMBAT,-35.45424112,149.0729539
2024 Oct 01 01:07:00 PM,WOMBAT,-35.45438152,149.072941
2024 Oct 01 01:08:00 PM,WOMBAT,-35.45442607,149.0728557
2024 Oct 01 01:09:00 PM,WOMBAT,-35.45449177,149.0729024
2024 Oct 01 01:10:00 PM,WOMBAT,-35.4545736,149.0728108
2024 Oct 01 01:12:00 PM,WOMBAT,-35.45463093,149.0729359
2024 Oct 01 01:13:00 PM,WOMBAT,-35.45446077,149.0729913
2024 Oct 01 01:16:00 PM,WOMBAT,-35.45413838,149.0729526
2024 Oct 01 01:17:00 PM,WOMBAT,-35.45402228,149.0728538
2024 Oct 01 01:18:00 PM,WOMBAT,-35.45383045,149.0730074
2024 Oct 01 01:19:00 PM,WOMBAT,-35.45367443,149.0730639
2024 Oct 01 01:20:00 PM,WOMBAT,-35.4536344,149.0730805
2024 Oct 01 01:23:00 PM,WOMBAT,-35.4536358,149.0731709
2024 Oct 01 01:24:00 PM,WOMBAT,-35.45381908,149.0731658
2024 Oct 01 01:25:00 PM,WOMBAT,-35.45393993,149.0730957
2024 Oct 01 01:26:00 PM,WOMBAT,-35.45396298,149.073235
2024 Oct 01 01:28:00 PM,WOMBAT,-35.45418345,149.073267
2024 Oct 01 01:53:00 PM,EASTERN GREY KANGAROO,-35.17717151,149.0820309
2024 Oct 01 02:39:00 PM,WALLAROO,-35.35507352,149.0312605
2024 Oct 01 12:06:00 PM,WOMBAT,-35.45325963,149.0751261
2024 Oct 01 12:13:00 PM,WOMBAT,-35.4531463,149.0749442
2024 Oct 01 12:23:00 PM,WOMBAT,-35.45325942,149.0742593
2024 Oct 01 12:32:00 PM,WOMBAT,-35.4532201,149.0737225
2024 Oct 01 12:41:00 PM,WOMBAT,-35.4535974,149.0744476
2024 Oct 01 12:58:00 PM,WOMBAT,-35.45414422,149.0733787
2024 Oct 03 10:00:00 AM,WALLABY,-35.3198164,149.0216295
2024 Oct 03 12:04:00 PM,EASTERN GREY KANGAROO,-35.34384875,149.0728785
2024 Oct 04 09:47:00 AM,MAGPIES,-35.3096834,149.0215095
2024 Oct 04 11:11:00 AM,BRUSHTAIL POSSUM,-35.37520068,149.0968067
2024 Oct 05 06:49:00 PM,WOMBAT,-35.46308511,149.1083026
2024 Oct 07 04:32:00 AM,WOMBAT,-35.39914582,149.0676799
2024 Oct 07 08:59:00 AM,FOX,-35.39560597,149.1427777
2024 Oct 08 01:19:00 PM,EASTERN GREY KANGAROO,-35.3490224,149.1064185
2024 Oct 08 07:16:00 AM,EASTERN GREY KANGAROO,-35.25298923,149.0262996
2024 Oct 08 12:19:00 PM,EASTERN GREY KANGAROO,-35.22697571,149.1960195
2024 Oct 08 12:51:00 PM,WALLABY,-35.22020367,149.1959687
2024 Oct 09 08:51:00 AM,CURRAWONG,-35.37953038,149.1707501
2024 Oct 10 01:36:00 PM,WOMBAT,-35.28640658,149.1003927
2024 Oct 10 01:46:00 PM,WALLAROO,-35.37807962,149.0714593
2024 Oct 11 08:28:00 AM,WALLAROO,-35.26444216,149.0332507
2024 Oct 11 09:07:00 PM,FOX,-35.44387242,149.080924
2024 Oct 11 09:13:00 AM,EASTERN GREY KANGAROO,-35.28086015,149.0822388
2024 Oct 11 12:16:00 PM,EASTERN GREY KANGAROO,-35.40383571,149.0647831
2024 Oct 12 02:27:00 PM,WOMBAT,-35.28620785,149.0997606
2024 Oct 12 09:13:00 AM,EASTERN GREY KANGAROO,-35.3945835,149.1413677
2024 Oct 12 12:15:00 PM,EASTERN GREY KANGAROO,-35.42980509,149.0856656
2024 Oct 13 04:05:00 PM,MAGPIES,-35.3236258,149.0564844
2024 Oct 13 10:51:00 AM,DUCK,-35.39852201,149.117219
2024 Oct 13 11:31:00 AM,WOMBAT,-35.50552944,149.1496976
2024 Oct 13 11:52:00 AM,WOMBAT,-35.59201991,149.1422189
2024 Oct 13 12:13:00 PM,FOX,-35.45448481,149.1291629
2024 Oct 14 06:28:00 PM,WOMBAT,-35.43798404,149.0327318
2024 Oct 15 10:08:00 AM,WOMBAT,-35.33679674,149.03563
2024 Oct 16 03:38:00 PM,WOMBAT,-35.3368596,149.0356642
2024 Oct 16 11:51:00 AM,WOMBAT,-35.45272451,149.075394
2024 Oct 17 10:51:00 AM,WOMBAT,-35.3371233,149.0350532
2024 Oct 19 01:46:00 PM,WALLAROO,-35.22618242,148.9840108
2024 Oct 19 08:58:00 AM,BLUE TONGUE LIZARD,-35.38213042,149.0946977
2024 Oct 21 02:03:00 AM,EASTERN GREY KANGAROO,-35.23326645,149.1662706
2024 Oct 22 01:22:00 PM,WOMBAT,-35.50599068,149.074453
2024 Oct 22 03:45:00 PM,EASTERN GREY KANGAROO,-35.23882853,149.1402653
2024 Oct 22 08:50:00 AM,EASTERN GREY KANGAROO,-35.39615809,149.1440189
2024 Oct 22 09:35:00 AM,RED NECKED WALLABY,-35.35495091,149.1330604
2024 Oct 23 10:26:00 AM,EASTERN GREY KANGAROO,-35.23098112,149.0811538
2024 Oct 23 10:33:00 AM,WOMBAT,-35.45328354,149.0746414
2024 Oct 23 10:38:00 AM,EASTERN GREY KANGAROO,-35.28067267,149.0865177
2024 Oct 24 06:29:00 PM,EASTERN GREY KANGAROO,-35.22952959,149.1959043
2024 Oct 25 01:04:00 PM,WALLABY,-35.39696522,149.0999295
2024 Oct 25 08:43:00 AM,EASTERN GREY KANGAROO,-35.32105427,149.1951526
2024 Oct 25 12:12:00 PM,DUCK,-35.2986864,149.1288764
2024 Oct 26 01:55:00 AM,EASTERN GREY KANGAROO,-35.22122785,149.1961181
2024 Oct 26 02:31:00 PM,WALLAROO,-35.36695595,149.062746
2024 Oct 26 10:27:00 AM,WALLABY,-35.3016752,149.0656219
2024 Oct 26 12:00:00 PM,RED NECKED WALLABY,-35.20674462,149.0784702
2024 Oct 26 12:04:00 PM,EASTERN GREY KANGAROO,-35.31250069,149.1468503
2024 Oct 26 12:20:00 PM,RED NECKED WALLABY,-35.38691792,149.1153909
2024 Oct 27 07:08:00 AM,EASTERN GREY KANGAROO,-35.26267901,149.086171
2024 Oct 27 10:57:00 AM,EASTERN GREY KANGAROO,-35.36537387,149.1669984
2024 Oct 27 11:05:00 AM,EASTERN GREY KANGAROO,-35.35542747,149.1655676
2024 Oct 27 11:07:00 AM,WALLABY,-35.21232498,149.1779907
2024 Oct 27 11:28:00 AM,WOMBAT,-35.31666622,149.1696314
2024 Oct 27 11:43:00 AM,EASTERN GREY KANGAROO,-35.36112561,149.1668467
2024 Oct 27 12:47:00 PM,WOMBAT,-35.45422998,149.129019
2024 Oct 27 12:59:00 PM,WOMBAT,-35.41352598,149.1445422
2024 Oct 28 02:56:00 PM,WALLABY,-35.27814529,149.1043581
2024 Oct 28 12:40:00 PM,EASTERN GREY KANGAROO,-35.40319917,149.0673796
2024 Oct 29 08:06:00 AM,FOX,-35.46389091,149.0959248
2024 Oct 29 08:30:00 AM,EASTERN GREY KANGAROO,-35.42294954,149.0916566
2024 Oct 29 09:36:00 AM,EASTERN GREY KANGAROO,-35.26859236,149.139586
2024 Oct 29 12:48:00 AM,EASTERN GREY KANGAROO,-35.32396127,149.3770906
2024 Oct 30 01:00:00 PM,EASTERN GREY KANGAROO,-35.20610952,149.1978041
2024 Oct 30 08:23:00 PM,RED NECKED WALLABY,-35.34421083,149.1502973
2024 Oct 30 09:43:00 AM,WALLAROO,-35.24652804,149.0339776
2024 Oct 30 10:04:00 AM,WALLABY,-35.22976723,149.0064877
2024 Oct 31 07:38:00 AM,RED NECKED WALLABY,-35.39250486,149.1091084
2024 Oct 31 09:51:00 AM,WOMBAT,-35.39382833,149.0347417
2024 Oct 31 10:53:00 PM,FOX,-35.15596734,149.1021336
2024 Sep 01 09:57:00 AM,BRUSHTAIL POSSUM,-35.34970613,149.0930319
2024 Sep 01 10:38:00 AM,WALLAROO,-35.26375654,149.0329102
2024 Sep 01 12:11:00 PM,WALLAROO,-35.34592354,149.1173821
2024 Sep 02 02:20:00 PM,BRUSHTAIL POSSUM,-35.31127514,149.1458299
2024 Sep 03 09:17:00 PM,WOMBAT,-35.32449571,149.3493829
2024 Sep 03 10:32:00 PM,EASTERN GREY KANGAROO,-35.35634452,149.06972
2024 Sep 04 11:15:00 AM,WOMBAT,-35.31946141,149.0648723
2024 Sep 05 09:03:00 AM,EASTERN GREY KANGAROO,-35.30226405,149.2100911
2024 Sep 06 08:52:00 AM,EASTERN GREY KANGAROO,-35.20968333,149.0380025
2024 Sep 07 08:51:00 AM,BRUSHTAIL POSSUM,-35.21705445,149.1058789
2024 Sep 07 12:28:00 PM,EASTERN GREY KANGAROO,-35.26101535,149.1293357
2024 Sep 08 07:19:00 AM,EASTERN GREY KANGAROO,-35.44585498,149.0793744
2024 Sep 08 11:10:00 AM,WOMBAT,-35.45337589,149.074224
2024 Sep 08 11:17:00 AM,WOMBAT,-35.45328062,149.0746084
2024 Sep 08 11:24:00 AM,WOMBAT,-35.45297832,149.0746306
2024 Sep 08 11:27:00 AM,WOMBAT,-35.45283089,149.0744652
2024 Sep 08 11:28:00 AM,WOMBAT,-35.45288793,149.0743564
2024 Sep 08 11:30:00 AM,WOMBAT,-35.4529603,149.0739825
2024 Sep 08 11:34:00 AM,WOMBAT,-35.45357369,149.0742278
2024 Sep 08 12:23:00 PM,WOMBAT,-35.45293289,149.0749523
2024 Sep 09 10:58:00 AM,EASTERN GREY KANGAROO,-35.26800483,149.1875238
2024 Sep 11 01:40:00 PM,WOMBAT,-35.36889027,149.0597744
2024 Sep 11 05:41:00 PM,EASTERN GREY KANGAROO,-35.24507408,149.0275397
2024 Sep 11 09:26:00 PM,EASTERN GREY KANGAROO,-35.19877275,149.1493618
2024 Sep 12 11:17:00 AM,EASTERN GREY KANGAROO,-35.31562421,149.0767549
2024 Sep 13 01:15:00 PM,BRUSHTAIL POSSUM,-35.19861913,149.0406569
2024 Sep 13 03:19:00 PM,WOMBAT,-35.29448623,149.0690393
2024 Sep 13 10:25:00 AM,EASTERN GREY KANGAROO,-35.27953636,149.0862731
2024 Sep 13 11:38:00 AM,BRUSHTAIL POSSUM,-35.18099841,149.1037396
2024 Sep 13 12:36:00 PM,BRUSHTAIL POSSUM,-35.23025223,149.1500084
2024 Sep 14 01:55:00 PM,WOMBAT,-35.46271602,149.108267
2024 Sep 14 03:42:00 PM,WOMBAT,-35.34167714,149.1111261
2024 Sep 14 04:07:00 PM,BRUSHTAIL POSSUM,-35.28930495,149.1274333
2024 Sep 14 10:15:00 AM,WALLAROO,-35.27315386,149.0610538
2024 Sep 14 11:30:00 AM,EASTERN GREY KANGAROO,-35.17953773,149.0712045
2024 Sep 14 11:45:00 AM,FOX,-35.19654439,149.0884944
2024 Sep 15 02:13:00 PM,FOX,-35.32146052,149.2158742
2024 Sep 15 02:48:00 PM,WALLABY,-35.239924,149.0259495
2024 Sep 15 06:39:00 PM,WOMBAT,-35.19439533,149.0435787
2024 Sep 16 01:14:00 PM,WOMBAT,-35.55544644,149.1299952
2024 Sep 16 01:17:00 PM,WOMBAT,-35.5464273,149.1320022
2024 Sep 16 01:31:00 PM,WOMBAT,-35.49625541,149.1505918
2024 Sep 16 08:21:00 AM,EASTERN GREY KANGAROO,-35.2143478,149.1873686
2024 Sep 16 11:24:00 AM,WOMBAT,-35.38678331,149.0297439
2024 Sep 16 12:30:00 PM,WOMBAT,-35.42929418,149.1343978
2024 Sep 16 12:37:00 PM,WOMBAT,-35.48874313,149.1499517
2024 Sep 16 12:47:00 PM,WOMBAT,-35.58424959,149.1382493
